Train Number,Date,Distance,Weather,FestivalImpact,TimeOfDay,DelayMinutes
12245,2024-05-28,1957,Fog,None,Night,78
12245,2024-05-29,1957,Storm,FestivalEve,Morning,131
12245,2024-05-30,1957,Rain,FestivalDay,Morning,69
12245,2024-05-31,1957,Rain,FestivalDay,Day,95
12245,2024-06-01,1957,Rain,FestivalDay,Night,77
12245,2024-06-02,1957,Fog,FestivalDay,Day,98
12245,2024-06-03,1957,Fog,None,Morning,60
12245,2024-06-04,1957,Storm,FestivalEve,Morning,152
12245,2024-06-05,1957,Rain,FestivalDay,Evening,99
12245,2024-06-06,1957,Rain,FestivalDay,Evening,105
12245,2024-06-07,1957,Fog,FestivalDay,Day,79
12245,2024-06-08,1957,Clear,FestivalDay,Evening,96
12245,2024-06-09,1957,Clear,FestivalEve,Evening,109
12245,2024-06-10,1957,Clear,None,Evening,61
12245,2024-06-11,1957,Storm,FestivalDay,Night,138
12245,2024-06-12,1957,Fog,None,Morning,79
12245,2024-06-13,1957,Clear,None,Evening,68
12245,2024-06-14,1957,Rain,FestivalEve,Night,93
12245,2024-06-15,1957,Rain,FestivalEve,Evening,99
12245,2024-06-16,1957,Fog,FestivalDay,Night,75
12245,2024-06-17,1957,Clear,FestivalDay,Morning,81
12245,2024-06-18,1957,Rain,None,Evening,92
12245,2024-06-19,1957,Clear,FestivalEve,Evening,89
12245,2024-06-20,1957,Fog,FestivalEve,Night,109
12245,2024-06-21,1957,Storm,FestivalEve,Evening,156
12245,2024-06-22,1957,Storm,None,Night,140
12245,2024-06-23,1957,Rain,FestivalEve,Evening,132
12245,2024-06-24,1957,Rain,FestivalDay,Night,93
12245,2024-06-25,1957,Storm,None,Evening,144
12245,2024-06-26,1957,Clear,FestivalEve,Evening,66
12245,2024-06-27,1957,Clear,None,Day,57
12245,2024-06-28,1957,Rain,FestivalDay,Night,76
12245,2024-06-29,1957,Storm,FestivalEve,Morning,154
12245,2024-06-30,1957,Clear,FestivalDay,Night,83
12245,2024-07-01,1957,Clear,FestivalDay,Night,63
12245,2024-07-02,1957,Storm,None,Morning,145
12245,2024-07-03,1957,Fog,FestivalDay,Evening,110
12245,2024-07-04,1957,Storm,FestivalEve,Night,133
12245,2024-07-05,1957,Rain,None,Night,50
12245,2024-07-06,1957,Clear,None,Morning,37
12245,2024-07-07,1957,Fog,FestivalDay,Day,117
12245,2024-07-08,1957,Storm,None,Evening,114
12245,2024-07-09,1957,Clear,FestivalDay,Evening,61
12245,2024-07-10,1957,Rain,None,Evening,76
12245,2024-07-11,1957,Rain,FestivalDay,Day,87
12245,2024-07-12,1957,Clear,FestivalDay,Day,63
12245,2024-07-13,1957,Rain,None,Day,65
12245,2024-07-14,1957,Storm,None,Morning,95
12245,2024-07-15,1957,Clear,None,Day,57
12245,2024-07-16,1957,Clear,None,Evening,58
12245,2024-07-17,1957,Storm,FestivalDay,Morning,135
12245,2024-07-18,1957,Rain,FestivalEve,Morning,105
12245,2024-07-19,1957,Storm,FestivalEve,Night,160
12245,2024-07-20,1957,Clear,FestivalEve,Night,57
12245,2024-07-21,1957,Clear,FestivalDay,Night,58
12245,2024-07-22,1957,Storm,FestivalEve,Day,178
12245,2024-07-23,1957,Fog,None,Night,69
12245,2024-07-24,1957,Rain,FestivalEve,Day,107
12245,2024-07-25,1957,Storm,FestivalDay,Evening,150
12245,2024-07-26,1957,Rain,FestivalDay,Day,86
12245,2024-07-27,1957,Rain,FestivalEve,Morning,89
12245,2024-07-28,1957,Rain,FestivalEve,Day,107
12245,2024-07-29,1957,Storm,None,Morning,109
12245,2024-07-30,1957,Fog,FestivalDay,Day,93
12245,2024-07-31,1957,Clear,None,Morning,42
12245,2024-08-01,1957,Rain,None,Day,63
12245,2024-08-02,1957,Fog,FestivalEve,Day,105
12245,2024-08-03,1957,Fog,None,Evening,116
12245,2024-08-04,1957,Rain,FestivalEve,Night,90
12245,2024-08-05,1957,Rain,None,Evening,59
12245,2024-08-06,1957,Rain,None,Day,73
12245,2024-08-07,1957,Clear,FestivalDay,Morning,76
12245,2024-08-08,1957,Fog,None,Evening,91
12245,2024-08-09,1957,Clear,FestivalEve,Day,87
12245,2024-08-10,1957,Storm,FestivalEve,Night,163
12245,2024-08-11,1957,Fog,FestivalEve,Morning,94
12245,2024-08-12,1957,Rain,FestivalEve,Evening,122
12245,2024-08-13,1957,Clear,None,Day,64
12245,2024-08-14,1957,Rain,FestivalEve,Night,96
12245,2024-08-15,1957,Rain,FestivalDay,Morning,77
12245,2024-08-16,1957,Rain,FestivalDay,Evening,92
12245,2024-08-17,1957,Rain,FestivalDay,Day,109
12245,2024-08-18,1957,Fog,FestivalEve,Night,111
12245,2024-08-19,1957,Fog,FestivalDay,Evening,119
12245,2024-08-20,1957,Fog,None,Day,83
12245,2024-08-21,1957,Storm,FestivalDay,Evening,113
12245,2024-08-22,1957,Storm,FestivalDay,Day,154
12245,2024-08-23,1957,Rain,FestivalEve,Morning,116
12245,2024-08-24,1957,Rain,FestivalEve,Morning,76
12245,2024-08-25,1957,Storm,None,Day,108
12245,2024-08-26,1957,Storm,FestivalDay,Day,148
12245,2024-08-27,1957,Clear,None,Night,40
12245,2024-08-28,1957,Storm,FestivalEve,Night,142
12245,2024-08-29,1957,Fog,None,Evening,88
12245,2024-08-30,1957,Rain,FestivalEve,Evening,100
12245,2024-08-31,1957,Rain,None,Night,62
12245,2024-09-01,1957,Rain,FestivalDay,Evening,77
12245,2024-09-02,1957,Rain,None,Night,57
12245,2024-09-03,1957,Storm,FestivalEve,Evening,180
12245,2024-09-04,1957,Storm,FestivalDay,Morning,159
12245,2024-09-05,1957,Clear,None,Morning,34
12245,2024-09-06,1957,Fog,FestivalEve,Day,114
12245,2024-09-07,1957,Rain,FestivalDay,Night,95
12245,2024-09-08,1957,Fog,FestivalDay,Day,110
12245,2024-09-09,1957,Clear,None,Morning,26
12245,2024-09-10,1957,Rain,FestivalEve,Morning,92
12245,2024-09-11,1957,Clear,FestivalEve,Night,46
12245,2024-09-12,1957,Rain,FestivalDay,Morning,75
12245,2024-09-13,1957,Storm,FestivalEve,Day,145
12245,2024-09-14,1957,Clear,FestivalDay,Evening,85
12245,2024-09-15,1957,Fog,FestivalDay,Night,76
12245,2024-09-16,1957,Clear,FestivalEve,Night,86
12245,2024-09-17,1957,Storm,FestivalDay,Day,154
12245,2024-09-18,1957,Clear,FestivalDay,Evening,65
12245,2024-09-19,1957,Fog,None,Day,64
12245,2024-09-20,1957,Clear,None,Day,53
12245,2024-09-21,1957,Rain,FestivalEve,Day,91
12245,2024-09-22,1957,Storm,FestivalEve,Evening,146
12245,2024-09-23,1957,Rain,FestivalDay,Morning,59
12245,2024-09-24,1957,Rain,None,Morning,52
12245,2024-09-25,1957,Clear,FestivalDay,Morning,51
12245,2024-09-26,1957,Rain,None,Day,67
12245,2024-09-27,1957,Storm,FestivalDay,Night,139
12245,2024-09-28,1957,Storm,None,Evening,128
12245,2024-09-29,1957,Fog,FestivalEve,Evening,118
12245,2024-09-30,1957,Rain,FestivalDay,Day,64
12245,2024-10-01,1957,Clear,None,Evening,50
12245,2024-10-02,1957,Fog,FestivalEve,Night,99
12245,2024-10-03,1957,Fog,FestivalEve,Evening,124
12245,2024-10-04,1957,Rain,FestivalDay,Morning,79
12245,2024-10-05,1957,Rain,FestivalEve,Night,87
12245,2024-10-06,1957,Clear,None,Night,46
12245,2024-10-07,1957,Clear,FestivalDay,Day,69
12245,2024-10-08,1957,Fog,FestivalDay,Evening,103
12245,2024-10-09,1957,Rain,FestivalEve,Evening,113
12245,2024-10-10,1957,Storm,FestivalEve,Evening,125
12245,2024-10-11,1957,Fog,FestivalDay,Day,130
12245,2024-10-12,1957,Storm,FestivalEve,Evening,177
12245,2024-10-13,1957,Fog,FestivalDay,Morning,89
12245,2024-10-14,1957,Fog,FestivalDay,Day,105
12245,2024-10-15,1957,Clear,FestivalEve,Morning,85
12245,2024-10-16,1957,Clear,FestivalDay,Day,85
12245,2024-10-17,1957,Clear,FestivalEve,Day,77
12245,2024-10-18,1957,Storm,FestivalEve,Evening,177
12245,2024-10-19,1957,Rain,FestivalDay,Morning,81
12245,2024-10-20,1957,Fog,FestivalEve,Day,123
12245,2024-10-21,1957,Fog,FestivalEve,Evening,149
12245,2024-10-22,1957,Storm,FestivalDay,Evening,150
12245,2024-10-23,1957,Clear,FestivalEve,Morning,94
12245,2024-10-24,1957,Storm,FestivalDay,Night,114
12245,2024-10-25,1957,Rain,None,Morning,52
12245,2024-10-26,1957,Storm,FestivalEve,Day,154
12245,2024-10-27,1957,Clear,None,Night,42
12245,2024-10-28,1957,Storm,None,Day,113
12245,2024-10-29,1957,Fog,FestivalEve,Night,107
12245,2024-10-30,1957,Fog,FestivalDay,Evening,117
12245,2024-10-31,1957,Storm,FestivalDay,Evening,135
12245,2024-11-01,1957,Storm,None,Morning,86
12245,2024-11-02,1957,Storm,FestivalDay,Evening,147
12245,2024-11-03,1957,Clear,FestivalEve,Night,54
12245,2024-11-04,1957,Fog,FestivalDay,Morning,109
12245,2024-11-05,1957,Clear,FestivalDay,Night,61
12245,2024-11-06,1957,Storm,None,Night,87
12245,2024-11-07,1957,Rain,FestivalDay,Night,64
12245,2024-11-08,1957,Storm,FestivalDay,Night,139
12245,2024-11-09,1957,Clear,FestivalDay,Evening,85
12245,2024-11-10,1957,Storm,None,Morning,94
12245,2024-11-11,1957,Storm,None,Morning,143
12245,2024-11-12,1957,Fog,None,Evening,86
12245,2024-11-13,1957,Clear,None,Night,25
12245,2024-11-14,1957,Rain,FestivalDay,Night,101
12245,2024-11-15,1957,Fog,FestivalDay,Day,78
12245,2024-11-16,1957,Clear,FestivalEve,Day,87
12245,2024-11-17,1957,Clear,None,Day,48
12245,2024-11-18,1957,Clear,FestivalDay,Day,65
12245,2024-11-19,1957,Fog,FestivalDay,Night,96
12245,2024-11-20,1957,Fog,None,Night,65
12245,2024-11-21,1957,Clear,None,Evening,38
12245,2024-11-22,1957,Rain,FestivalDay,Morning,62
12245,2024-11-23,1957,Rain,None,Day,61
12245,2024-11-24,1957,Clear,None,Morning,43
12245,2024-11-25,1957,Storm,FestivalEve,Day,143
12245,2024-11-26,1957,Fog,None,Morning,76
12245,2024-11-27,1957,Rain,FestivalEve,Evening,93
12245,2024-11-28,1957,Rain,FestivalDay,Day,91
12245,2024-11-29,1957,Rain,FestivalEve,Morning,72
12245,2024-11-30,1957,Clear,FestivalEve,Night,81
12245,2024-12-01,1957,Storm,FestivalEve,Night,135
12245,2024-12-02,1957,Storm,None,Day,86
12245,2024-12-03,1957,Fog,FestivalEve,Night,117
12245,2024-12-04,1957,Fog,None,Day,72
12245,2024-12-05,1957,Clear,FestivalDay,Morning,52
12245,2024-12-06,1957,Clear,FestivalEve,Evening,101
12245,2024-12-07,1957,Fog,None,Evening,90
12245,2024-12-08,1957,Clear,None,Morning,52
12245,2024-12-09,1957,Clear,None,Evening,51
12245,2024-12-10,1957,Rain,None,Day,73
12245,2024-12-11,1957,Fog,FestivalEve,Morning,137
12245,2024-12-12,1957,Storm,FestivalEve,Morning,102
12245,2024-12-13,1957,Rain,FestivalEve,Day,76
12245,2024-12-14,1957,Clear,FestivalEve,Day,78
12245,2024-12-15,1957,Storm,None,Day,118
12245,2024-12-16,1957,Storm,FestivalDay,Night,143
12245,2024-12-17,1957,Storm,FestivalDay,Morning,108
12245,2024-12-18,1957,Clear,FestivalDay,Night,56
12245,2024-12-19,1957,Clear,None,Morning,53
12245,2024-12-20,1957,Storm,FestivalEve,Morning,120
12245,2024-12-21,1957,Clear,FestivalDay,Day,84
12245,2024-12-22,1957,Fog,FestivalEve,Day,102
12245,2024-12-23,1957,Fog,None,Morning,74
12245,2024-12-24,1957,Fog,FestivalEve,Morning,125
12245,2024-12-25,1957,Clear,FestivalEve,Night,78
12245,2024-12-26,1957,Clear,FestivalEve,Evening,94
12245,2024-12-27,1957,Fog,FestivalDay,Night,93
12245,2024-12-28,1957,Storm,None,Night,104
12245,2024-12-29,1957,Storm,None,Evening,113
12245,2024-12-30,1957,Rain,FestivalDay,Morning,84
12245,2024-12-31,1957,Storm,FestivalEve,Day,120
12301,2024-01-01,1438,Storm,None,Evening,133
12301,2024-01-02,1438,Rain,None,Morning,46
12301,2024-01-03,1438,Rain,FestivalEve,Morning,74
12301,2024-01-04,1438,Clear,None,Night,23
12301,2024-01-05,1438,Storm,FestivalDay,Evening,117
12301,2024-01-06,1438,Fog,FestivalDay,Evening,95
12301,2024-01-07,1438,Rain,FestivalDay,Evening,80
12301,2024-01-08,1438,Storm,FestivalDay,Morning,108
12301,2024-01-09,1438,Rain,None,Morning,47
12301,2024-01-10,1438,Storm,None,Evening,119
12301,2024-01-11,1438,Rain,None,Day,55
12301,2024-01-12,1438,Rain,FestivalEve,Night,80
12301,2024-01-13,1438,Storm,None,Morning,115
12301,2024-01-14,1438,Fog,FestivalDay,Day,83
12301,2024-01-15,1438,Clear,None,Morning,21
12301,2024-01-16,1438,Storm,FestivalEve,Night,152
12301,2024-01-17,1438,Fog,None,Day,83
12301,2024-01-18,1438,Storm,None,Evening,102
12301,2024-01-19,1438,Storm,FestivalEve,Day,154
12301,2024-01-20,1438,Clear,FestivalDay,Night,64
12301,2024-01-21,1438,Storm,FestivalEve,Morning,153
12301,2024-01-22,1438,Fog,FestivalDay,Evening,95
12301,2024-01-23,1438,Storm,FestivalDay,Night,121
12301,2024-01-24,1438,Clear,None,Evening,53
12301,2024-01-25,1438,Clear,FestivalEve,Night,50
12301,2024-01-26,1438,Rain,None,Evening,55
12301,2024-01-27,1438,Fog,FestivalEve,Day,93
12301,2024-01-28,1438,Fog,None,Morning,65
12301,2024-01-29,1438,Clear,FestivalDay,Evening,79
12301,2024-01-30,1438,Fog,FestivalEve,Evening,110
12301,2024-01-31,1438,Storm,FestivalEve,Morning,137
12301,2024-02-01,1438,Clear,None,Evening,51
12301,2024-02-02,1438,Clear,FestivalDay,Night,61
12301,2024-02-03,1438,Rain,None,Day,49
12301,2024-02-04,1438,Fog,FestivalEve,Night,104
12301,2024-02-05,1438,Rain,FestivalDay,Evening,80
12301,2024-02-06,1438,Storm,FestivalEve,Evening,123
12301,2024-02-07,1438,Rain,None,Night,35
12301,2024-02-08,1438,Rain,FestivalEve,Day,82
12301,2024-02-09,1438,Storm,FestivalEve,Morning,121
12301,2024-02-10,1438,Rain,None,Night,38
12301,2024-02-11,1438,Storm,FestivalDay,Day,139
12301,2024-02-12,1438,Clear,FestivalDay,Night,46
12301,2024-02-13,1438,Storm,FestivalEve,Night,117
12301,2024-02-14,1438,Fog,FestivalEve,Day,99
12301,2024-02-15,1438,Storm,FestivalEve,Morning,153
12301,2024-02-16,1438,Rain,None,Night,27
12301,2024-02-17,1438,Storm,FestivalDay,Day,97
12301,2024-02-18,1438,Clear,FestivalDay,Day,56
12301,2024-02-19,1438,Clear,FestivalEve,Night,57
12301,2024-02-20,1438,Rain,FestivalEve,Day,86
12301,2024-02-21,1438,Fog,FestivalDay,Evening,85
12301,2024-02-22,1438,Clear,None,Night,24
12301,2024-02-23,1438,Fog,None,Night,71
12301,2024-02-24,1438,Rain,FestivalDay,Morning,86
12301,2024-02-25,1438,Storm,FestivalDay,Day,127
12301,2024-02-26,1438,Fog,FestivalEve,Night,92
12301,2024-02-27,1438,Rain,FestivalDay,Night,76
12301,2024-02-28,1438,Storm,FestivalEve,Day,136
12301,2024-02-29,1438,Clear,FestivalDay,Day,55
12301,2024-03-01,1438,Clear,FestivalDay,Night,58
12301,2024-03-02,1438,Storm,FestivalEve,Evening,140
12301,2024-03-03,1438,Clear,FestivalEve,Evening,63
12301,2024-03-04,1438,Rain,FestivalDay,Evening,81
12301,2024-03-05,1438,Clear,FestivalDay,Morning,50
12301,2024-03-06,1438,Rain,FestivalDay,Morning,72
12301,2024-03-07,1438,Rain,FestivalDay,Night,70
12301,2024-03-08,1438,Storm,FestivalDay,Day,114
12301,2024-03-09,1438,Rain,FestivalDay,Day,63
12301,2024-03-10,1438,Clear,None,Night,28
12301,2024-03-11,1438,Rain,FestivalDay,Night,75
12301,2024-03-12,1438,Storm,None,Night,109
12301,2024-03-13,1438,Fog,FestivalDay,Evening,106
12301,2024-03-14,1438,Storm,FestivalDay,Night,128
12301,2024-03-15,1438,Clear,FestivalEve,Day,74
12301,2024-03-16,1438,Clear,FestivalEve,Day,85
12301,2024-03-17,1438,Storm,None,Day,104
12301,2024-03-18,1438,Clear,FestivalDay,Night,48
12301,2024-03-19,1438,Fog,FestivalDay,Night,100
12301,2024-03-20,1438,Clear,FestivalEve,Evening,80
12301,2024-03-21,1438,Storm,FestivalDay,Evening,110
12301,2024-03-22,1438,Storm,None,Day,96
12301,2024-03-23,1438,Clear,FestivalDay,Morning,52
12301,2024-03-24,1438,Rain,None,Night,41
12301,2024-03-25,1438,Rain,FestivalEve,Day,72
12301,2024-03-26,1438,Rain,FestivalEve,Evening,72
12301,2024-03-27,1438,Rain,FestivalEve,Day,95
12301,2024-03-28,1438,Rain,None,Day,58
12301,2024-03-29,1438,Rain,None,Day,35
12301,2024-03-30,1438,Fog,FestivalEve,Night,74
12301,2024-03-31,1438,Fog,None,Night,62
12301,2024-04-01,1438,Fog,None,Evening,76
12301,2024-04-02,1438,Rain,None,Evening,57
12301,2024-04-03,1438,Rain,FestivalDay,Morning,86
12301,2024-04-04,1438,Storm,None,Day,79
12301,2024-04-05,1438,Storm,FestivalEve,Evening,126
12301,2024-04-06,1438,Rain,FestivalEve,Night,62
12301,2024-04-07,1438,Fog,FestivalDay,Morning,87
12301,2024-04-08,1438,Fog,FestivalDay,Night,64
12301,2024-04-09,1438,Rain,None,Day,63
12301,2024-04-10,1438,Fog,None,Day,73
12301,2024-04-11,1438,Storm,FestivalEve,Evening,149
12301,2024-04-12,1438,Storm,FestivalEve,Morning,156
12301,2024-04-13,1438,Rain,None,Morning,40
12301,2024-04-14,1438,Fog,FestivalDay,Day,98
12301,2024-04-15,1438,Clear,FestivalDay,Night,51
12301,2024-04-16,1438,Rain,FestivalEve,Evening,73
12301,2024-04-17,1438,Storm,None,Night,71
12301,2024-04-18,1438,Fog,FestivalEve,Evening,121
12301,2024-04-19,1438,Storm,None,Morning,82
12301,2024-04-20,1438,Storm,FestivalDay,Night,103
12301,2024-04-21,1438,Clear,FestivalDay,Morning,49
12301,2024-04-22,1438,Clear,None,Morning,21
12301,2024-04-23,1438,Rain,FestivalEve,Morning,76
12301,2024-04-24,1438,Rain,FestivalEve,Night,71
12301,2024-04-25,1438,Clear,None,Morning,31
12301,2024-04-26,1438,Rain,FestivalEve,Evening,91
12301,2024-04-27,1438,Storm,None,Evening,120
12301,2024-04-28,1438,Storm,None,Night,102
12301,2024-04-29,1438,Clear,FestivalEve,Night,46
12301,2024-04-30,1438,Fog,None,Night,66
12301,2024-05-01,1438,Clear,FestivalDay,Night,39
12301,2024-05-02,1438,Fog,FestivalDay,Day,74
12301,2024-05-03,1438,Storm,FestivalEve,Night,78
12301,2024-05-04,1438,Clear,FestivalDay,Morning,46
12301,2024-05-05,1438,Rain,FestivalDay,Day,75
12301,2024-05-06,1438,Storm,FestivalDay,Morning,141
12301,2024-05-07,1438,Rain,None,Day,51
12301,2024-05-08,1438,Fog,None,Morning,68
12301,2024-05-09,1438,Clear,FestivalDay,Evening,74
12301,2024-05-10,1438,Rain,FestivalDay,Evening,86
12301,2024-05-11,1438,Fog,None,Day,52
12301,2024-05-12,1438,Clear,FestivalDay,Night,55
12301,2024-05-13,1438,Rain,FestivalEve,Evening,79
12301,2024-05-14,1438,Clear,None,Night,20
12301,2024-05-15,1438,Clear,FestivalDay,Day,49
12301,2024-05-16,1438,Storm,None,Night,95
12301,2024-05-17,1438,Fog,FestivalEve,Morning,73
12301,2024-05-18,1438,Rain,FestivalEve,Morning,90
12301,2024-05-19,1438,Fog,FestivalDay,Evening,94
12301,2024-05-20,1438,Rain,FestivalDay,Evening,88
12301,2024-05-21,1438,Storm,None,Night,96
12301,2024-05-22,1438,Clear,None,Morning,36
12301,2024-05-23,1438,Rain,None,Night,42
12301,2024-05-24,1438,Storm,FestivalDay,Day,119
12301,2024-05-25,1438,Fog,FestivalEve,Night,85
12301,2024-05-26,1438,Fog,None,Day,64
12301,2024-05-27,1438,Rain,None,Morning,38
12301,2024-05-28,1438,Fog,FestivalEve,Night,105
12301,2024-05-29,1438,Rain,None,Morning,44
12301,2024-05-30,1438,Storm,FestivalDay,Day,143
12301,2024-05-31,1438,Rain,FestivalDay,Evening,98
12301,2024-06-01,1438,Fog,FestivalEve,Night,87
12301,2024-06-02,1438,Clear,FestivalDay,Morning,49
12301,2024-06-03,1438,Storm,FestivalDay,Morning,102
12301,2024-06-04,1438,Fog,FestivalEve,Evening,110
12301,2024-06-05,1438,Rain,None,Day,58
12301,2024-06-06,1438,Clear,FestivalEve,Night,52
12301,2024-06-07,1438,Storm,FestivalDay,Night,116
12301,2024-06-08,1438,Clear,FestivalDay,Evening,49
12301,2024-06-09,1438,Storm,None,Night,94
12301,2024-06-10,1438,Clear,FestivalDay,Evening,64
12301,2024-06-11,1438,Rain,FestivalEve,Morning,88
12301,2024-06-12,1438,Clear,None,Morning,36
12301,2024-06-13,1438,Storm,FestivalDay,Day,116
12301,2024-06-14,1438,Storm,FestivalEve,Evening,143
12301,2024-06-15,1438,Storm,FestivalEve,Morning,97
12301,2024-06-16,1438,Storm,None,Evening,82
12301,2024-06-17,1438,Fog,FestivalEve,Evening,101
12301,2024-06-18,1438,Storm,None,Morning,126
12301,2024-06-19,1438,Storm,None,Evening,103
12301,2024-06-20,1438,Fog,FestivalDay,Evening,89
12301,2024-06-21,1438,Clear,FestivalEve,Night,54
12301,2024-06-22,1438,Rain,FestivalEve,Day,88
12301,2024-06-23,1438,Clear,None,Evening,41
12301,2024-06-24,1438,Fog,FestivalEve,Morning,104
12301,2024-06-25,1438,Rain,FestivalEve,Night,95
12301,2024-06-26,1438,Clear,FestivalDay,Morning,37
12301,2024-06-27,1438,Fog,FestivalEve,Evening,114
12301,2024-06-28,1438,Rain,FestivalEve,Day,84
12301,2024-06-29,1438,Clear,FestivalDay,Evening,72
12301,2024-06-30,1438,Rain,FestivalEve,Evening,93
12301,2024-07-01,1438,Clear,FestivalDay,Night,56
12301,2024-07-02,1438,Rain,FestivalEve,Morning,89
12301,2024-07-03,1438,Storm,FestivalEve,Evening,122
12301,2024-07-04,1438,Clear,FestivalEve,Night,80
12301,2024-07-05,1438,Clear,FestivalDay,Morning,44
12301,2024-07-06,1438,Clear,None,Morning,38
12301,2024-07-07,1438,Rain,FestivalEve,Morning,93
12301,2024-07-08,1438,Fog,FestivalDay,Night,95
12301,2024-07-09,1438,Storm,FestivalDay,Evening,131
12301,2024-07-10,1438,Clear,FestivalDay,Day,57
12301,2024-07-11,1438,Storm,FestivalDay,Evening,119
12301,2024-07-12,1438,Fog,FestivalDay,Morning,69
12301,2024-07-13,1438,Storm,FestivalDay,Day,108
12301,2024-07-14,1438,Storm,None,Day,110
12301,2024-07-15,1438,Clear,FestivalEve,Morning,71
12301,2024-07-16,1438,Storm,None,Day,114
12301,2024-07-17,1438,Fog,FestivalEve,Evening,99
12301,2024-07-18,1438,Fog,None,Night,54
12301,2024-07-19,1438,Clear,FestivalDay,Day,54
12301,2024-07-20,1438,Storm,FestivalDay,Evening,134
12301,2024-07-21,1438,Clear,None,Day,41
12301,2024-07-22,1438,Clear,FestivalDay,Night,59
12301,2024-07-23,1438,Storm,None,Night,81
12301,2024-07-24,1438,Rain,None,Morning,50
12301,2024-07-25,1438,Rain,FestivalEve,Day,77
12301,2024-07-26,1438,Fog,FestivalEve,Day,90
12301,2024-07-27,1438,Storm,FestivalDay,Evening,141
12301,2024-07-28,1438,Storm,FestivalEve,Morning,121
12301,2024-07-29,1438,Clear,FestivalEve,Morning,62
12301,2024-07-30,1438,Fog,FestivalEve,Morning,110
12301,2024-07-31,1438,Rain,None,Evening,68
12301,2024-08-01,1438,Fog,FestivalDay,Day,97
12301,2024-08-02,1438,Clear,None,Morning,34
12301,2024-08-03,1438,Fog,FestivalEve,Evening,116
12301,2024-08-04,1438,Rain,FestivalDay,Night,69
12301,2024-08-05,1438,Fog,FestivalEve,Night,85
12301,2024-08-06,1438,Rain,FestivalEve,Day,90
12301,2024-08-07,1438,Storm,FestivalEve,Night,102
12301,2024-08-08,1438,Fog,None,Night,64
12301,2024-08-09,1438,Clear,FestivalEve,Morning,48
12301,2024-08-10,1438,Fog,None,Night,38
12301,2024-08-11,1438,Clear,FestivalEve,Morning,66
12301,2024-08-12,1438,Rain,FestivalDay,Day,80
12301,2024-08-13,1438,Clear,FestivalDay,Night,39
12301,2024-08-14,1438,Clear,FestivalEve,Evening,67
12301,2024-08-15,1438,Fog,FestivalDay,Night,88
12301,2024-08-16,1438,Rain,None,Day,59
12301,2024-08-17,1438,Rain,FestivalDay,Morning,86
12301,2024-08-18,1438,Rain,FestivalEve,Evening,88
12301,2024-08-19,1438,Storm,FestivalEve,Night,114
12301,2024-08-20,1438,Rain,None,Day,46
12301,2024-08-21,1438,Clear,None,Morning,39
12301,2024-08-22,1438,Clear,None,Day,29
12301,2024-08-23,1438,Storm,FestivalEve,Evening,133
12301,2024-08-24,1438,Storm,None,Day,114
12301,2024-08-25,1438,Fog,None,Morning,56
12301,2024-08-26,1438,Clear,FestivalEve,Day,79
12301,2024-08-27,1438,Storm,None,Day,72
12301,2024-08-28,1438,Clear,FestivalEve,Night,54
12301,2024-08-29,1438,Clear,None,Morning,32
12301,2024-08-30,1438,Rain,FestivalEve,Evening,90
12301,2024-08-31,1438,Clear,FestivalEve,Morning,53
12301,2024-09-01,1438,Storm,FestivalDay,Night,126
12301,2024-09-02,1438,Fog,FestivalEve,Day,94
12301,2024-09-03,1438,Clear,None,Day,47
12301,2024-09-04,1438,Fog,FestivalEve,Morning,95
12301,2024-09-05,1438,Clear,None,Day,26
12301,2024-09-06,1438,Clear,None,Morning,35
12301,2024-09-07,1438,Clear,FestivalEve,Morning,51
12301,2024-09-08,1438,Clear,FestivalEve,Morning,58
12301,2024-09-09,1438,Clear,None,Morning,38
12301,2024-09-10,1438,Storm,None,Day,93
12301,2024-09-11,1438,Storm,None,Morning,121
12301,2024-09-12,1438,Clear,FestivalEve,Morning,68
12301,2024-09-13,1438,Storm,FestivalEve,Morning,109
12301,2024-09-14,1438,Rain,FestivalEve,Day,94
12301,2024-09-15,1438,Clear,None,Evening,53
12301,2024-09-16,1438,Clear,None,Morning,28
12301,2024-09-17,1438,Clear,FestivalEve,Evening,85
12301,2024-09-18,1438,Clear,None,Morning,40
12301,2024-09-19,1438,Rain,FestivalDay,Evening,86
12301,2024-09-20,1438,Fog,FestivalDay,Day,73
12301,2024-09-21,1438,Fog,FestivalDay,Day,93
12301,2024-09-22,1438,Rain,FestivalDay,Night,55
12301,2024-09-23,1438,Storm,None,Day,82
12301,2024-09-24,1438,Clear,FestivalEve,Night,62
12301,2024-09-25,1438,Rain,None,Day,57
12301,2024-09-26,1438,Rain,FestivalDay,Morning,70
12301,2024-09-27,1438,Fog,FestivalDay,Night,90
12301,2024-09-28,1438,Clear,FestivalDay,Night,43
12301,2024-09-29,1438,Fog,FestivalDay,Day,78
12301,2024-09-30,1438,Clear,None,Night,28
12301,2024-10-01,1438,Storm,None,Morning,110
12301,2024-10-02,1438,Clear,FestivalDay,Morning,69
12301,2024-10-03,1438,Fog,None,Evening,74
12301,2024-10-04,1438,Rain,FestivalEve,Night,68
12301,2024-10-05,1438,Clear,None,Evening,31
12301,2024-10-06,1438,Rain,FestivalDay,Night,59
12301,2024-10-07,1438,Fog,FestivalEve,Night,84
12301,2024-10-08,1438,Storm,FestivalEve,Morning,120
